10:56:30,3.296,3.246,3.224,2.7,3.235,3.296,3.219,3.263,3.06,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:56:38,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.238,3.275,3.222,3.214,3.265
10:56:46,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
10:56:55,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:57:02,3.296,3.246,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:57:11,3.296,3.246,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
10:57:22,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
10:57:30,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
10:57:37,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:57:45,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
10:57:54,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
10:58:02,3.296,3.246,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:58:10,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.25,3.239,3.275,3.222,3.214,3.266
10:58:17,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:58:25,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:58:33,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:58:41,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:58:49,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.212,3.249,3.239,3.275,3.222,3.214,3.266
10:58:58,3.296,3.246,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:59:06,3.296,3.247,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:59:14,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:59:22,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:59:30,3.296,3.246,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:59:40,3.296,3.246,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
10:59:47,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.212,3.249,3.239,3.275,3.222,3.214,3.265
10:59:55,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:00:04,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:00:11,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.263,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:00:20,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
11:00:27,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.263,3.059,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:00:35,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
11:00:43,3.296,3.247,3.224,2.696,3.235,3.296,3.218,3.262,3.058,3.213,3.25,3.239,3.275,3.222,3.214,3.266
11:00:51,3.296,3.246,3.224,2.695,3.235,3.296,3.218,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:00:59,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:01:08,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.263,3.059,3.213,3.25,3.239,3.275,3.222,3.214,3.265
11:01:15,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.265
11:01:24,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:01:31,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:01:39,3.296,3.246,3.223,2.695,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:01:47,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.263,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:01:56,3.296,3.246,3.224,2.695,3.235,3.296,3.219,3.263,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:02:03,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:02:11,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:02:19,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.212,3.25,3.239,3.275,3.222,3.214,3.265
11:02:27,3.296,3.246,3.224,2.695,3.235,3.296,3.219,3.262,3.058,3.213,3.249,3.239,3.275,3.222,3.214,3.266
11:02:35,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.25,3.239,3.275,3.222,3.214,3.266
11:02:44,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.262,3.058,3.213,3.25,3.239,3.275,3.222,3.214,3.266
11:02:51,3.296,3.246,3.224,2.696,3.235,3.296,3.219,3.263,3.059,3.213,3.249,3.239,3.275,3.222,3.214,3.266
